wordID,word,pos,definition
4981,scholar,n.,One who attends a school
4982,scholarship,n.,The character and qualities of a scholar
4983,school,n.,A shoal
4984,science,n.,Knowledge
4985,scientific,a.,Of or pertaining to science
4986,scientist,n.,One learned in science
4987,scoop,n.,A large ladle
4988,scope,n.,That at which one aims
4989,score,n.,A notch or incision
4990,scored,imp. & p. p.,of Score
4991,scoring,p. pr. & vb. n.,of Score
4992,scotia,n.,A concave molding used especially in classical architecture
4993,scottish,a.,"Of or pertaining to the inhabitants of Scotland, their country, or their language"
4994,scout,n.,A swift sailing boat
4995,scratch,v. t.,To rub and tear or mark the surface of with something sharp or ragged
4996,screen,n.,"Anything that separates or cuts off inconvenience, injury, or danger"
4997,screening,p. pr. & vb. n.,of Screen
4998,screw,n.,"A cylinder, or a cylindrical perforation, having a continuous rib, called the thread, winding round it spirally at a constant inclination, so as to leave a continuous spiral groove between one turn and the next, -- used chiefly for producing, when revolved, motion or pressure in the direction of its axis, by the sliding of the threads of the cylinder in the grooves between the threads of the perforation adapted to it, the former being distinguished as the external, or male screw, or, more usually the screw"
4999,script,n.,A writing
5000,scroll,n.,A roll of paper or parchment
5001,sculpture,n.,"The art of carving, cutting, or hewing wood, stone, metal, etc"
5002,sea,n.,"One of the larger bodies of salt water, less than an ocean, found on the earth's surface"
5003,seal,n.,Any aquatic carnivorous mammal of the families Phocidae and Otariidae
5004,sealed,imp. & p. p.,of Seal
5005,sean,n.,A seine
5006,searched,imp. & p. p.,of Search
5007,searching,p. pr. & vb. n.,of Search
5008,search,v. t.,"To look over or through, for the purpose of finding something"
5009,season,n.,"One of the divisions of the year, marked by alternations in the length of day and night, or by distinct conditions of temperature, moisture, etc"
5010,seasonal,a.,Of or pertaining to the seasons
5011,seat,n.,The place or thing upon which one sits
5012,seating,p. pr. & vb. n.,of Seat
5013,second,a.,Immediately following the first
5014,secondary,a.,Suceeding next in order to the first
5015,secret,a.,Hidden
5016,secretariat,n.,Alt
5017,secretary,n.,"One who keeps, or is intrusted with, secrets"
5018,section,n.,"The act of cutting, or separation by cutting"
5019,sector,n.,A part of a circle comprehended between two radii and the included arc
5020,secure,a.,"Free from fear, care, or anxiety"
5021,secured,imp. & p. p.,of Secure
5022,securely,adv.,In a secure manner
5023,securities,pl. ,of Security
5024,security,n.,The condition or quality of being secure
5025,see,n.,A seat
5026,seen,p. p.,of See
5027,seeing,p. pr. & vb. n.,of See
5028,seed,pl. ,of Seed
5029,seeds,pl. ,of Seed
5030,seek,a.,Sick
5031,sought,imp. & p. p.,of Seek
5032,seeking,p. pr. & vb. n.,of Seek
5033,seeker,n.,One who seeks
5034,seemed,imp. & p. p.,of Seem
5035,seem,a.,"To appear, or to appear to be"
5036,segment,n.,One of the parts into which any body naturally separates or is divided
5037,select,a.,Taken from a number by preferance
5038,selected,imp. & p. p.,of Select
5039,selecting,p. pr. & vb. n.,of Select
5040,selection,n.,"The act of selecting, or the state of being selected"
5041,selective,a.,Selecting
5042,self,a.,Same
5043,sell,n.,Self
5044,sold,imp. & p. p.,of Sell
5045,selling,p. pr. & vb. n.,of Sell
5046,seller,n.,One who sells
5047,semester,n.,A period of six months
5048,sen,n.,"A Japanese coin, worth about one half of a cent"
5049,senate,n.,An assembly or council having the highest deliberative and legislative functions
5050,senator,n.,A member of a senate
5051,sent,imp. & p. p.,of Send
5052,sending,p. pr. & vb. n.,of Send
5053,send,v. t.,To cause to go in any manner
5054,sender,n.,One who sends
5055,senegal,n.,Gum senegal
5056,senior,a.,More advanced than another in age
5057,sense,v. t.,"A faculty, possessed by animals, of perceiving external objects by means of impressions made upon certain organs (sensory or sense organs) of the body, or of perceiving changes in the condition of the body"
5058,sensitive,a.,Having sense of feeling
5059,sensitivity,n.,The quality or state of being sensitive
5060,sensor,a.,Sensory
5061,sentence,n.,Sense
5062,separated,imp. & p. p.,of Separate
5063,separate,v. t.,To disunite
5064,separation,n.,"The act of separating, or the state of being separated, or separate"
5065,sept,n.,"A clan, tribe, or family, proceeding from a common progenitor"
5066,september,n.,"The ninth month of the year, containing thurty days"
5067,sequence,n.,The state of being sequent
5068,serial,a.,Of or pertaining to a series
5069,series,n.,"A number of things or events standing or succeeding in order, and connected by a like relation"
5070,serious,a.,Grave in manner or disposition
5071,serum,n.,"The watery portion of certain animal fluids, as blood, milk, etc"
5072,served,imp. & p. p.,of Serve
5073,serving,p. pr. & vb. n.,of Serve
5074,serve,v. t.,To work for
5075,server,n.,One who serves
5076,service,0,Alt
5077,session,n.,"The act of sitting, or the state of being seated"
5078,set,imp. & p. p.,of Set
5079,setting,p. pr. & vb. n.,of Set
5080,settle,n.,A seat of any kind
5081,settled,imp. & p. p.,of Settle
5082,settlement,n.,"The act of setting, or the state of being settled"
5083,seven,a.,One more than six
5084,seventh,a.,Next in order after the sixth
5085,several,a.,Separate
5086,severe,superl.,Serious in feeeling or manner
5087,sewing,p. pr. & vb. n.,of Sew
5088,sex,n.,The distinguishing peculiarity of male or female in both animals and plants
5089,sexual,a.,"Of or pertaining to sex, or the sexes"
5090,sexuality,n.,The quality or state of being distinguished by sex
5091,sexually,adv.,In a sexual manner or relation
5092,shade,n.,Comparative obscurity owing to interception or interruption of the rays of light
5093,shadow,n.,Shade within defined limits
5094,shaft,n.,"The slender, smooth stem of an arrow"
5095,shake,0,obs
5096,should,imp.,of Shall
5097,shall,v. i. & auxiliary.,To owe
5098,shame,n.,"A painful sensation excited by a consciousness of guilt or impropriety, or of having done something which injures reputation, or of the exposure of that which nature or modesty prompts us to conceal"
5099,shanghai,v. t.,To intoxicate and ship (a person) as a sailor while in this condition
5100,shaped,imp.,of Shape
5101,shape,n.,To form or create
5102,share,n.,The part (usually an iron or steel plate) of a plow which cuts the ground at the bottom of a furrow
5103,shared,imp. & p. p.,of Share
5104,sharing,p. pr. & vb. n.,of Share
5105,shark,v. t. & i.,"Any one of numerous species of elasmobranch fishes of the order Plagiostomi, found in all seas"
5106,sharp,superl.,Having a very thin edge or fine point
5107,shaved,imp.,of Shave
5108,shaw,n.,A thicket
5109,she,obj.,This or that female
5110,shore,0,of Shear
5111,shed,n.,A slight or temporary structure built to shade or shelter something
5112,sheep,n. sing. & pl.,"Any one of several species of ruminants of the genus Ovis, native of the higher mountains of both hemispheres, but most numerous in Asia"
5113,sheer,v. i.,Bright
5114,sheet,v. t.,"In general, a large, broad piece of anything thin, as paper, cloth, etc"
5115,shelf,v. i.,"A flat tablet or ledge of any material set horizontally at a distance from the floor, to hold objects of use or ornament"
5116,shell,n.,"A hard outside covering, as of a fruit or an animal"
5117,shelter,n.,That which covers or defends from injury or annoyance
5118,shepherd,n.,"A man employed in tending, feeding, and guarding sheep, esp"
5119,sheriff,n.,"The chief officer of a shire or county, to whom is intrusted the execution of the laws, the serving of judicial writs and processes, and the preservation of the peace"
5120,shield,n.,"A broad piece of defensive armor, carried on the arm, -- formerly in general use in war, for the protection of the body"
5121,shift,v. t.,To divide
5122,shine,v. i.,To emit rays of light
5123,ship,n.,Pay
5124,shipped,imp. & p. p.,of Ship
5125,shipping,p. pr. & vb. n.,of Ship
5126,shipment,n.,The act or process of shipping
5127,shirt,n.,"A loose under-garment for the upper part of the body, made of cotton, linen, or other material"
5128,shock,n.,"A pile or assemblage of sheaves of grain, as wheat, rye, or the like, set up in a field, the sheaves varying in number from twelve to sixteen"
5129,shoes,pl. ,of Shoe
5130,shoe,n.,"A covering for the human foot, usually made of leather, having a thick and somewhat stiff sole and a lighter top"
5131,shoot,n.,"An inclined plane, either artificial or natural, down which timber, coal, etc"
5132,shot,imp. & p. p.,of Shoot
5133,shooting,p. pr. & vb. n.,of Shoot
5134,shop,0,imp
5135,shopping,p. pr. & vb. n.,of Shop
5136,shopper,n.,One who shops
5137,short,superl.,Not long
5138,shortly,adv.,In a short or brief time or manner
5139,shots,pl. ,of Shot
5140,shoulder,n.,"The joint, or the region of the joint, by which the fore limb is connected with the body or with the shoulder girdle"
5141,showed,imp.,of Show
5142,shown,p. p.,of Show
5143,showing,p. pr. & vb. n.,of Show
5144,show,v. t.,To exhibit or present to view
5145,shower,n.,One who shows or exhibits
5146,shut,imp. & p. p.,of Shut
5147,shuttle,n.,An instrument used in weaving for passing or shooting the thread of the woof from one side of the cloth to the other between the threads of the warp
5148,si,0,"A syllable applied, in solmization, to the note B"
5149,sic,a.,Such
5150,sick,superl.,Affected with disease of any kind
5151,side,n.,"The margin, edge, verge, or border of a surface"
5152,sierra,n.,"A ridge of mountain and craggy rocks, with a serrated or irregular outline"
5153,sig,v. t.,Urine
5154,sight,v. t.,The act of seeing
5155,sigma,n.,"The Greek letter /, /, or / (English S, or s)"
5156,sign,n.,That by which anything is made known or represented
5157,signed,imp. & p. p.,of Sign
5158,signing,p. pr. & vb. n.,of Sign
5159,signal,n.,"A sign made for the purpose of giving notice to a person of some occurence, command, or danger"
5160,signature,v. t.,"A sign, stamp, or mark impressed, as by a seal"
5161,significance,n.,Alt
5162,significant,a.,Fitted or designed to signify or make known somethingl having a meaning
5163,significantly,adv.,In a significant manner
5164,silence,n.,The state of being silent
5165,silent,a.,Free from sound or noise
5166,silicon,n.,A nonmetalic element analogous to carbon
5167,silk,n.,"The fine, soft thread produced by various species of caterpillars in forming the cocoons within which the worm is inclosed during the pupa state, especially that produced by the larvae of Bombyx mori"
5168,silly,n.,Happy
5169,silver,n.,"A soft white metallic element, sonorous, ductile, very malleable, and capable of a high degree of polish"
5170,similar,a.,Exactly corresponding
5171,similarly,adv.,In a similar manner
5172,simple,a.,Single
5173,simplified,imp. & p. p.,of Simplify
5174,simply,adv.,In a simple manner or state
5175,simulation,n.,"The act of simulating, or assuming an appearance which is feigned, or not true"
5176,sin,"adv., prep., & conj.",Old form of Since
5177,since,adv.,From a definite past time until now
5178,singing,p. pr. & vb. n.,of Sing
5179,sing,v. i.,"To utter sounds with musical inflections or melodious modulations of voice, as fancy may dictate, or according to the notes of a song or tune, or of a given part (as alto, tenor, etc"
5180,singer,n.,"One who, or that which, singes"
5181,single,a.,"One only, as distinguished from more than one"
5182,singles,n. pl.,"See Single, n"
5183,sink,v. i.,"To fall by, or as by, the force of gravity"
5184,sip,v. t.,To drink or imbibe in small quantities
5185,sir,n.,A man of social authority and dignity
5186,sister,n.,"A female who has the same parents with another person, or who has one of them only"
5187,sit,0,obs
5188,sitting,p. pr. & vb. n.,of Sit
5189,site,n.,The place where anything is fixed
5190,situated,a.,"Having a site, situation, or location"
5191,situation,n.,Manner in which an object is placed
5192,six,a.,One more than five
5193,sixth,a.,First after the fifth
5194,size,n.,Six
5195,sized,imp. & p. p.,of Size
5196,skating,p. pr. & vb. n.,of Skate
5197,skill,n.,Discrimination
5198,skilled,a.,Having familiar knowledge united with readiness and dexterity in its application
5199,skin,n.,The external membranous integument of an animal
5200,skip,n.,A basket
5201,skirt,n.,"The lower and loose part of a coat, dress, or other like garment"
5202,sky,n.,A cloud
5203,slave,n.,See Slav
5204,sleep,0,imp
5205,sleeping,p. pr. & vb. n.,of Sleep
5206,sleeve,n.,"See Sleave, untwisted thread"
5207,slide,v. t.,"To move along the surface of any body by slipping, or without walking or rolling"
5208,slight,n.,Sleight
5209,slightly,adv.,In a slight manner
5210,slim,superl.,Worthless
5211,slip,n.,"To move along the surface of a thing without bounding, rolling, or stepping"
5212,slope,v. i.,An oblique direction
5213,slot,n.,"A broad, flat, wooden bar"
5214,slow,0,imp
5215,slowly,adv.,In a slow manner
5216,slut,n.,An untidy woman
5217,small,superl.,"Having little size, compared with other things of the same kind"
5218,smart,v. i.,"To feel a lively, pungent local pain"
5219,smell,n.,"To perceive by the olfactory nerves, or organs of smell"
5220,smile,v. i.,"To express amusement, pleasure, moderate joy, or love and kindness, by the features of the face"
5221,smith,n.,One who forges with the hammer
5222,smithsonian,a.,Of or pertaining to the Englishman J
5223,smoke,n.,"The visible exhalation, vapor, or substance that escapes, or expelled, from a burning body, especially from burning vegetable matter, as wood, coal, peat, or the like"
5224,smoking,p. pr. & vb n.,of Smoke
5225,smooth,superl.,"Having an even surface, or a surface so even that no roughness or points can be perceived by the touch"
5226,snake,n.,Any species of the order Ophidia
5227,snap,n.,To break at once
5228,snow,n.,"A square-rigged vessel, differing from a brig only in that she has a trysail mast close abaft the mainmast, on which a large trysail is hoisted"
5229,so,adv.,In that manner or degree
5230,soap,n.,"A substance which dissolves in water, thus forming a lather, and is used as a cleansing agent"
5231,soc,n.,"The lord's power or privilege of holding a court in a district, as in manor or lordship"
5232,social,a.,Of or pertaining to society
5233,societies,pl. ,of Society
5234,society,n.,The relationship of men to one another when associated in any way
5235,sociology,n.,"That branch of philosophy which treats of the constitution, phenomena, and development of human society"
5236,socket,n.,An opening into which anything is fitted
5237,sodium,n.,"A common metallic element of the alkali group, in nature always occuring combined, as in common salt, in albite, etc"
5238,sofa,n.,"A long seat, usually with a cushioned bottom, back, and ends"
5239,soft,superl.,Easily yielding to pressure
5240,soil,v. t.,"To feed, as cattle or horses, in the barn or an inclosure, with fresh grass or green food cut for them, instead of sending them out to pasture"
5241,sol,n.,The sun
5242,solar,a.,A loft or upper chamber
5243,soldier,n.,One who is engaged in military service as an officer or a private
5244,sole,n.,"Any one of several species of flatfishes of the genus Solea and allied genera of the family Soleidae, especially the common European species (Solea vulgaris), which is a valuable food fish"
5245,solely,adv.,Singly
5246,solid,a.,"Having the constituent parts so compact, or so firmly adhering, as to resist the impression or penetration of other bodies"
5247,solo,a.,"A tune, air, strain, or a whole piece, played by a single person on an instrument, or sung by a single voice"
5248,solomon,n.,"One of the kings of Israel, noted for his superior wisdom and magnificent reign"
5249,solution,n.,"The act of separating the parts of any body, or the condition of undergoing a separation of parts"
5250,solved,imp. & p. p.,of Solve
5251,solving,p. pr. & vb. n.,of Solve
5252,solve,v. t.,To explain
5253,soma,n.,"The whole axial portion of an animal, including the head, neck, trunk, and tail"
5254,some,a.,Consisting of a greater or less portion or sum
5255,somebody,n.,A person unknown or uncertain
5256,somehow,adv.,In one way or another
5257,somerset,n.,A leap in which a person turns his heels over his head and lights upon his feet
5258,something,n.,"Anything unknown, undetermined, or not specifically designated"
5259,sometimes,adv.,Formerly
5260,somewhat,n.,More or less
5261,somewhere,adv.,In some place unknown or not specified
5262,son,n.,A male child
5263,song,n.,"That which is sung or uttered with musical modulations of the voice, whether of a human being or of a bird, insect, etc"
5264,soon,adv.,In a short time
5265,sophisticated,imp. & p. p.,of Sophisticate
5266,sorry,a.,Grieved for the loss of some good
5267,sort,n.,Chance
5268,sorted,imp. & p. p.,of Sort
5269,soul,a.,Sole
5270,sound,n.,The air bladder of a fish
5271,soup,n.,"A liquid food of many kinds, usually made by boiling meat and vegetables, or either of them, in water, -- commonly seasoned or flavored"
5272,source,n.,The act of rising
5273,south,n.,That one of the four cardinal points directly opposite to the north
5274,southeast,n.,The point of the compass equally distant from the south and the east
5275,southern,a.,Of or pertaining to the south
5276,southwest,n.,The point of the compass equally from the south and the west
5277,spa,n.,A spring or mineral water
5278,space,n.,"Extension, considered independently of anything which it may contain"
5279,span,0,imp
5280,spanish,a.,Of or pertaining to Spain or the Spaniards
5281,spanking,p. pr. & vb. n.,of Spank
5282,spank,v. t.,"To strike, as the breech, with the open hand"
5283,spare,a.,"To use frugally or stintingly, as that which is scarce or valuable"
5284,spatial,a.,Of or pertaining to space
5285,spoke,imp.,of Speak
5286,spoken,p. p.,of Speak
5287,speaking,p. pr. & vb. n.,of Speak
5288,speak,v. i.,"To utter words or articulate sounds, as human beings"
5289,speaker,n.,One who speaks
5290,special,a.,Of or pertaining to a species
5291,specialist,n.,One who devotes himself to some specialty
5292,specially,adv.,In a special manner
5293,specialties,pl. ,of Specialty
5294,specialty,n.,Particularity
5295,species,n.,Visible or sensible presentation
5296,specific,a.,Of or pertaining to a species
5297,specifically,adv.,In a specific manner
5298,specification,n.,The act of specifying or determining by a mark or limit
5299,specified,imp. & p. p.,of Specify
5300,specify,v. t.,"To mention or name, as a particular thing"
5301,spectacular,a.,Of or pertaining to a shows
5302,spectrum,n.,An apparition
5303,speech,n.,The faculty of uttering articulate sounds or words
5304,speed,n.,Prosperity in an undertaking
5305,spell,n.,"A spelk, or splinter"
5306,spelling,p. pr. & vb. n.,of Spell
5307,spencer,n.,"One who has the care of the spence, or buttery"
5308,spent,imp. & p. p.,of Spend
5309,spending,p. pr. & vb. n.,of Spend
5310,spend,v. t.,To weigh or lay out
5311,sperm,n.,The male fecundating fluid
5312,sphere,n.,"A body or space contained under a single surface, which in every part is equally distant from a point within called its center"
5313,spice,n.,Species
5314,spider,n.,Any one of numerous species of arachnids comprising the order Araneina
5315,spin,v. t.,"To draw out, and twist into threads, either by the hand or machinery"
5316,spine,n.,A sharp appendage to any of a plant
5317,spirit,n.,Air set in motion by breathing
5318,spiritual,a.,Consisting of spirit
5319,spirituality,n.,The quality or state of being spiritual
5320,split,imp. & p. p.,of Split
5321,spokesman,n.,One who speaks for another
5322,sponsor,n.,"One who binds himself to answer for another, and is responsible for his default"
5323,sponsorship,n.,State of being a sponsor
5324,sport,n.,"That which diverts, and makes mirth"
5325,sporting,p. pr. & vb. n.,of Sport
5326,spot,n.,A mark on a substance or body made by foreign matter
5327,spouse,n.,A man or woman engaged or joined in wedlock
5328,spray,n.,A small shoot or branch
5329,spread,imp. & p. p.,of Spread
5330,spreading,p. pr. & vb. n.,of Spread
5331,spring,v. i.,To leap
5332,springer,n.,"One who, or that which, springs"
5333,sprint,v. i.,To run very rapidly
5334,spy,v. t.,To gain sight of
5335,spies,pl. ,of Spy
5336,squad,n.,"A small party of men assembled for drill, inspection, or other purposes"
5337,square,n.,"The corner, or angle, of a figure"
5338,squirting,p. pr. & vb. n.,of Squirt
5339,squirt,v. t.,To drive or eject in a stream out of a narrow pipe or orifice
5340,stability,a.,"The state or quality of being stable, or firm"
5341,stable,v. i.,Firmly established
5342,stack,a.,"A large pile of hay, grain, straw, or the like, usually of a nearly conical form, but sometimes rectangular or oblong, contracted at the top to a point or ridge, and sometimes covered with thatch"
5343,stadium,n.,"A Greek measure of length, being the chief one used for itinerary distances, also adopted by the Romans for nautical and astronomical measurements"
5344,staff,n.,A long piece of wood
5345,stage,n.,A floor or story of a house
5346,stainless,a.,Free from stain
5347,stake,v. t.,"A piece of wood, usually long and slender, pointed at one end so as to be easily driven into the ground as a support or stay"
5348,stamp,v. i.,"To strike beat, or press forcibly with the bottom of the foot, or by thrusting the foot downward"
5349,stood,imp. & p. p.,of Stand
5350,standing,p. pr. & vb. n.,of Stand
5351,stand,n.,To be at rest in an erect position
5352,standard,n.,A flag
5353,star,n.,One of the innumerable luminous bodies seen in the heavens
5354,starring,p. pr. & vb. n.,of Star
5355,started,imp. & p. p.,of Start
5356,starting,p. pr. & vb. n.,of Start
5357,start,v. i.,To leap
5358,starter,n.,"One who, or that which, starts"
5359,state,n.,The circumstances or condition of a being or thing at any given time
5360,stated,imp. & p. p.,of State
5361,stating,p. pr. & vb. n.,of State
5362,statement,n.,"The act of stating, reciting, or presenting, orally or in paper"
5363,static,a.,Alt
5364,station,n.,The act of standing
5365,stationery,n.,"The articles usually sold by stationers, as paper, pens, ink, quills, blank books, etc"
5366,statistical,a.,Of or pertaining to statistics
5367,statistics,n.,The science which has to do with the collection and classification of certain facts respecting the condition of the people in a state
5368,status,n.,State
5369,statute,n.,"An act of the legislature of a state or country, declaring, commanding, or prohibiting something"
5370,statutory,a.,Enacted by statute
5371,stay,n.,"A large, strong rope, employed to support a mast, by being extended from the head of one mast down to some other, or to some part of the vessel"
5372,stayed,imp. & p. p.,of Stay
5373,staying,p. pr. & vb. n.,of Stay
5374,steady,n.,Firm in standing or position
5375,steal,n.,A handle
5376,stolen,p. p.,of Steal
5377,steam,n.,"The elastic, aeriform fluid into which water is converted when heated to the boiling points"
5378,steel,n.,"A variety of iron intermediate in composition and properties between wrought iron and cast iron (containing between one half of one per cent and one and a half per cent of carbon), and consisting of an alloy of iron with an iron carbide"
5379,steering,p. pr. & vb. n.,of Steer
5380,stem,v. i.,Alt
5381,step,a.,To move the foot in walking
5382,sterling,n.,"Same as Starling, 3"
5383,steve,v. t.,"To pack or stow, as cargo in a ship's hold"
5384,steven,n.,Voice
5385,stick,v. t.,"A small shoot, or branch, separated, as by a cutting, from a tree or shrub"
5386,stuck,imp. & p. p.,of Stick
5387,sticker,n.,"One who, or that which, sticks"
5388,sticky,superl.,Having the quality of sticking to a surface
5389,still,adv.,Motionless
5390,stock,n.,"The stem, or main body, of a tree or plant"
5391,stomach,n.,"An enlargement, or series of enlargements, in the anterior part of the alimentary canal, in which food is digested"
5392,stone,n.,Concreted earthy or mineral matter
5393,stopped,imp. & p. p.,of Stop
5394,stopping,p. pr. & vb. n.,of Stop
5395,stop,v. t.,"To close, as an aperture, by filling or by obstructing"
5396,storage,n.,The act of depositing in a store or warehouse for safe keeping
5397,store,v. t.,"That which is accumulated, or massed together"
5398,stored,imp. & p. p.,of Store
5399,storm,n.,"A violent disturbance of the atmosphere, attended by wind, rain, snow, hail, or thunder and lightning"
5400,stories,pl. ,of Story
5401,story,v. t.,A set of rooms on the same floor or level
5402,straight,a.,"A variant of Strait, a"
5403,strain,n.,Race
5404,strand,n.,"One of the twists, or strings, as of fibers, wires, etc"
5405,strange,superl.,Belonging to another country
5406,stranger,n.,"One who is strange, foreign, or unknown"
5407,strap,n.,"A long, narrow, pliable strip of leather, cloth, or the like"
5408,strategic,a.,Alt
5409,strategy,n.,"The science of military command, or the science of projecting campaigns and directing great military movements"
5410,stream,n.,A current of water or other fluid
5411,streaming,p. pr. & vb. n.,of Stream
5412,street,a.,"Originally, a paved way or road"
5413,strength,n.,The quality or state of being strong
5414,strengthening,p. pr. & vb. n.,of Strengthen
5415,strengthen,v. t.,To make strong or stronger
5416,stress,n.,Distress
5417,stretch,v. t.,To reach out
5418,strict,a.,Strained
5419,strictly,adv.,In a strict manner
5420,struck,imp.,of Strike
5421,striking,p. pr. & vb. n.,of Strike
5422,strike,v. t.,"To touch or hit with some force, either with the hand or with an instrument"
5423,string,n.,"A small cord, a line, a twine, or a slender strip of leather, or other substance, used for binding together, fastening, or tying things"
5424,strip,v. t.,To deprive
5425,stroke,imp.,Struck
5426,strong,superl.,"Having active physical power, or great physical power to act"
5427,strongly,adv.,In a strong manner
5428,structural,a.,Of or pertaining to structure
5429,structure,n.,The act of building
5430,structured,a.,Having a definite organic structure
5431,struggle,v. i.,"To strive, or to make efforts, with a twisting, or with contortions of the body"
5432,stud,n.,"A collection of breeding horses and mares, or the place where they are kept"
5433,student,n.,A person engaged in study
5434,studied,a.,Closely examined
5435,studios,pl. ,of Studio
5436,studio,n.,The working room of an artist
5437,studies,pl. ,of Study
5438,study,v. i.,A setting of the mind or thoughts upon a subject
5439,studying,p. pr. & vb. n.,of Study
5440,stuff,v. t.,Material which is to be worked up in any process of manufacture
5441,stuffed,imp. & p. p.,of Stuff
5442,stunning,p. pr. & vb. n.,of Stun
5443,stupid,a.,Very dull
5444,style,v. t.,"An instrument used by the ancients in writing on tablets covered with wax, having one of its ends sharp, and the other blunt, and somewhat expanded, for the purpose of making erasures by smoothing the wax"
5445,stylish,a.,Having style or artistic quality
5446,stylus,n.,An instrument for writing
5447,sub,n.,A subordinate
5448,subcommittee,n.,An under committee
5449,subdivision,n.,"The act of subdividing, or separating a part into smaller parts"
5450,subject,a.,Placed or situated under
5451,subjective,a.,Of or pertaining to a subject
5452,sublime,superl.,Lifted up
5453,submission,n.,The act of submitting
5454,submitted,imp. & p. p.,of Submit
5455,submitting,p. pr. & vb. n.,of Submit
5456,submit,v. t.,To let down
5457,subscribe,v. t.,"To write underneath, as one's name"
5458,subscriber,n.,One who subscribes
5459,subscription,n.,The act of subscribing
5460,subsequent,a.,Following in time
5461,subsequently,adv.,At a later time
5462,subsidiary,a.,Furnishing aid
5463,subsidiaries,pl. ,of Subsidiary
5464,substance,n.,That which underlies all outward manifestations
5465,substantial,a.,Belonging to substance
5466,substantially,adv.,In a substantial manner
5467,substitute,n.,"One who, or that which, is substituted or put in the place of another"
5468,subtle,superl.,Sly in design
5469,suburban,a.,Of or pertaining to suburbs
5470,succeed,v. t.,To follow in order
5471,success,n.,Act of succeeding
5472,successful,a.,Resulting in success
5473,such,a.,Of that kind
5474,sucking,p. pr. & vb. n.,of Suck
5475,suck,v. t.,"To draw, as a liquid, by the action of the mouth and tongue, which tends to produce a vacuum, and causes the liquid to rush in by atmospheric pressure"
5476,sudden,a.,Happening without previous notice or with very brief notice
5477,sue,v. t.,To follow up
5478,suffered,imp. & p. p.,of Suffer
5479,suffering,p. pr. & vb. n.,of Suffer
5480,suffer,v. t.,"To feel, or endure, with pain, annoyance, etc"
5481,sufficient,a.,Equal to the end proposed
5482,sufficiently,adv.,To a sufficient degree
5483,sugar,n.,"A sweet white (or brownish yellow) crystalline substance, of a sandy or granular consistency, obtained by crystallizing the evaporated juice of certain plants, as the sugar cane, sorghum, beet root, sugar maple, etc"
5484,suggested,imp. & p. p.,of Suggest
5485,suggesting,p. pr. & vb. n.,of Suggest
5486,suggest,v. t.,To introduce indirectly to the thoughts
5487,suggestion,n.,The act of suggesting
5488,suicide,adv.,The act of taking one's own life voluntary and intentionally
5489,suit,n.,"The act of following or pursuing, as game"
5490,suited,imp. & p. p.,of Suit
5491,suitable,a.,Capable of suiting
5492,suite,n.,"A retinue or company of attendants, as of a distinguished personage"
5493,sum,n.,"The aggregate of two or more numbers, magnitudes, quantities, or particulars"
5494,summary,a.,Formed into a sum
5495,summaries,pl. ,of Summary
5496,summer,v.,One who sums
5497,summit,n.,The top
5498,sun,n.,See Sunn
5499,sunday,n.,"The first day of the week, -- consecrated among Christians to rest from secular employments, and to religious worship"
5500,sunglasses,pl. ,of Sunglass
5501,sunny,superl.,Of or pertaining to the sun
5502,sunrise,n.,Alt
5503,sunset,n.,Alt
5504,sunshine,n.,"The light of the sun, or the place where it shines"
5505,super,n.,"A contraction of Supernumerary, in sense  2"
5506,superb,a.,Grand
5507,superintendent,a.,Overseeing
5508,superior,a.,More elevated in place or position
5509,supervision,n.,The act of overseeing
5510,supervisor,n.,One who supervises
5511,supplement,v. t.,"That which supplies a deficiency, or meets a want"
5512,supplemental,a.,Alt
5513,supplier,n.,One who supplies
5514,supplied,imp. & p. p.,of Supply
5515,supply,v. t.,"To fill up, or keep full"
5516,supplies,pl. ,of Supply
5517,supported,imp. & p. p.,of Support
5518,supporting,p. pr. & vb. n.,of Support
5519,support,v. t.,To bear by being under
5520,supposed,imp. & p. p.,of Suppose
5521,suppose,v. t.,"To represent to one's self, or state to another, not as true or real, but as if so, and with a view to some consequence or application which the reality would involve or admit of"
5522,supreme,a.,Highest in authority
5523,sure,superl.,Certainly knowing and believing
5524,surely,adv.,In a sure or certain manner
5525,surf,n.,"The swell of the sea which breaks upon the shore, esp"
5526,surface,n.,The exterior part of anything that has length and breadth
5527,surge,n.,A spring
5528,surgeon,n.,One whose profession or occupation is to cure diseases or injuries of the body by manual operation
5529,surgery,n.,The art of healing by manual operation
5530,surgical,a.,Of or pertaining to surgeons or surgery
5531,surname,n.,"A name or appellation which is added to, or over and above, the baptismal or Christian name, and becomes a family name"
5532,surplus,n.,"That which remains when use or need is satisfied, or when a limit is reached"
5533,surprise,n.,"The act of coming upon, or taking, unawares"
5534,surprised,imp. & p. p.,of Surprise
5535,surprising,p. pr. & vb. n.,of Surprise
5536,surrey,n.,"A four-wheeled pleasure carriage, (commonly two-seated) somewhat like a phaeton, but having a straight bottom"
5537,surrounded,imp. & p. p.,of Surround
5538,surrounding,p. pr. & vb. n.,of Surround
5539,surround,v. t.,To inclose on all sides
5540,surveillance,n.,Oversight
5541,survey,v. t.,"To inspect, or take a view of"
5542,survival,n.,"A living or continuing longer than, or beyond the existence of, another person, thing, or event"
